,0
0,4.553418327892363
1,6.337293599168211
2,11.257308667906711
3,9.053320084047328
4,5.480916136487262
5,5.080379154552728
6,4.832869120679258
7,6.873665993506966
8,5.675345793178731
9,4.491167172384348
10,4.501546282195271
11,4.96703780272002
12,5.501403498137524
13,5.593534899669444
14,5.080379154552728
15,6.001827348625319
16,4.863852611777085
17,5.797917350333531
18,5.685566685022426
19,7.758306008939805
20,4.657046504521531
21,5.327098985719196
22,5.1112614584947735
23,5.573069929149932
24,6.580534385166154
25,5.1112614584947735
26,6.9140327440737375
27,4.843198397309108
28,5.378403394496906
29,5.18327264671759
30,4.501546282195271
31,5.07008231500083
32,5.746866768993743
33,5.675345793178731
34,5.327098985719196
35,5.777500676833629
36,7.748291935050033
37,5.152418812304432
38,7.638080709927913
39,5.491160445178928
40,5.049484509653844
41,7.1861084008994505
42,7.246476922318814
43,5.1112614584947735
44,4.543047038999721
45,5.634450103822422
46,5.859139105732542
47,4.884501064336856
48,8.1881236802598
49,5.480916136487262
50,8.467204870111544
51,4.532674194023521
52,4.925780793682203
53,5.419423764445328
54,7.527764881566116
55,10.24776522878302
56,6.164627408729671
57,4.470404219320154
58,4.791537469645603
59,4.936097167567239
60,5.203835162356769
61,10.434465674919329
62,5.214114416992008
63,5.808123914662804
64,6.377875733959571
65,5.296300767977733
66,4.791537469645603
67,4.460020367780252
68,4.501546282195271
69,5.818329300511328
70,7.79835382374883
71,7.818372659957897
72,7.326916957380461
73,5.059784101089636
74,6.863571874915821
75,6.07308762665889
76,6.052733181681379
77,6.266233678873203
78,4.5222997889341086
79,7.4876237627916
80,5.429675663693544
81,5.950893126668606
82,4.863852611777085
83,4.543047038999721
84,7.477586276111175
85,4.543047038999721
86,6.47925712908353
87,5.971270239609002
88,8.058338755084996
89,4.553418327892363
90,6.093437589724136
91,8.108272170834491
92,6.184957410942912
93,4.480786486136899
94,5.214114416992008
95,5.224392340143538
96,5.767290562940643
97,5.327098985719196
98,5.838736546110978
99,4.584522898063994
100,6.580534385166154
101,4.905143782539693
102,5.214114416992008
103,5.542363205379765
104,7.577921516842341
105,4.460020367780252
106,5.214114416992008
107,10.454105521095084
108,5.879536997833808
109,7.587950221990599
110,10.405001348826804
111,6.742365885090464
112,7.236417804257745
113,7.2565351228873824
114,4.863852611777085
115,4.470404219320154
116,5.66512369161177
117,4.543047038999721
118,9.023579115632469
119,10.139573504387071
120,4.719150534560011
121,4.501546282195271
122,6.752471819540291
123,4.77086286777166
124,4.470404219320154
125,4.915462999797306
126,4.480786486136899
127,5.357885507195247
128,5.347624628243062
129,5.234668934774661
130,5.080379154552728
131,5.736653084162106
132,7.085419942275454
