return_period,return_level,ci_lower,ci_upper,ci_width,xi_hat_full,mu_hat_full,sigma_hat_full,xi_boot_mean,xi_boot_std,mu_boot_mean,mu_boot_std,sigma_boot_mean,sigma_boot_std,n_bootstrap,conf_level
1,4.118287223565137,1.8980334626991617,5.700797470828413,3.8027640081292517,-0.11687588018959376,8.79531943710342,1.5218309257414027,-0.13005116584932283,0.10199371492832128,8.81798794354299,0.23209312345492897,1.4936846227004843,0.1582566876444473,2000,0.95
2,9.34131242706397,8.883805944588362,9.856684729423396,0.972878784835034,-0.11687588018959376,8.79531943710342,1.5218309257414027,-0.13005116584932283,0.10199371492832128,8.81798794354299,0.23209312345492897,1.4936846227004843,0.1582566876444473,2000,0.95
3,10.099118643008286,9.570375974295347,10.661509210236227,1.0911332359408803,-0.11687588018959376,8.79531943710342,1.5218309257414027,-0.13005116584932283,0.10199371492832128,8.81798794354299,0.23209312345492897,1.4936846227004843,0.1582566876444473,2000,0.95
4,10.559784093388686,9.992479043568915,11.145890038545337,1.1534109949764222,-0.11687588018959376,8.79531943710342,1.5218309257414027,-0.13005116584932283,0.10199371492832128,8.81798794354299,0.23209312345492897,1.4936846227004843,0.1582566876444473,2000,0.95
5,10.889088987015361,10.280111985788135,11.497598238866864,1.2174862530787287,-0.11687588018959376,8.79531943710342,1.5218309257414027,-0.13005116584932283,0.10199371492832128,8.81798794354299,0.23209312345492897,1.4936846227004843,0.1582566876444473,2000,0.95
6,11.144099804565736,10.494051840991371,11.763520943330347,1.2694691023389755,-0.11687588018959376,8.79531943710342,1.5218309257414027,-0.13005116584932283,0.10199371492832128,8.81798794354299,0.23209312345492897,1.4936846227004843,0.1582566876444473,2000,0.95
7,11.351410857586151,10.661162641450195,11.975908882563395,1.3147462411132,-0.11687588018959376,8.79531943710342,1.5218309257414027,-0.13005116584932283,0.10199371492832128,8.81798794354299,0.23209312345492897,1.4936846227004843,0.1582566876444473,2000,0.95
8,11.525573010142992,10.80533407976726,12.174322685204727,1.3689886054374671,-0.11687588018959376,8.79531943710342,1.5218309257414027,-0.13005116584932283,0.10199371492832128,8.81798794354299,0.23209312345492897,1.4936846227004843,0.1582566876444473,2000,0.95
9,11.67540496035342,10.926586883601109,12.356691257757479,1.43010437415637,-0.11687588018959376,8.79531943710342,1.5218309257414027,-0.13005116584932283,0.10199371492832128,8.81798794354299,0.23209312345492897,1.4936846227004843,0.1582566876444473,2000,0.95
10,11.80664833644288,11.020853472983886,12.512134375737107,1.4912809027532212,-0.11687588018959376,8.79531943710342,1.5218309257414027,-0.13005116584932283,0.10199371492832128,8.81798794354299,0.23209312345492897,1.4936846227004843,0.1582566876444473,2000,0.95
11,11.923245862740892,11.113518537919662,12.653914825843309,1.540396287923647,-0.11687588018959376,8.79531943710342,1.5218309257414027,-0.13005116584932283,0.10199371492832128,8.81798794354299,0.23209312345492897,1.4936846227004843,0.1582566876444473,2000,0.95
12,12.02801903340109,11.194611108742508,12.782755392705022,1.5881442839625137,-0.11687588018959376,8.79531943710342,1.5218309257414027,-0.13005116584932283,0.10199371492832128,8.81798794354299,0.23209312345492897,1.4936846227004843,0.1582566876444473,2000,0.95
13,12.123054645123505,11.256897799503045,12.904048697836902,1.647150898333857,-0.11687588018959376,8.79531943710342,1.5218309257414027,-0.13005116584932283,0.10199371492832128,8.81798794354299,0.23209312345492897,1.4936846227004843,0.1582566876444473,2000,0.95
14,12.209938307998389,11.3142779299732,13.012923194443369,1.6986452644701693,-0.11687588018959376,8.79531943710342,1.5218309257414027,-0.13005116584932283,0.10199371492832128,8.81798794354299,0.23209312345492897,1.4936846227004843,0.1582566876444473,2000,0.95
15,12.289902226510515,11.366658435717417,13.12108027708094,1.7544218413635235,-0.11687588018959376,8.79531943710342,1.5218309257414027,-0.13005116584932283,0.10199371492832128,8.81798794354299,0.23209312345492897,1.4936846227004843,0.1582566876444473,2000,0.95
16,12.363922391368241,11.413598389404562,13.213466981389338,1.799868591984776,-0.11687588018959376,8.79531943710342,1.5218309257414027,-0.13005116584932283,0.10199371492832128,8.81798794354299,0.23209312345492897,1.4936846227004843,0.1582566876444473,2000,0.95
17,12.43278460302732,11.457169688436267,13.302179912765281,1.8450102243290143,-0.11687588018959376,8.79531943710342,1.5218309257414027,-0.13005116584932283,0.10199371492832128,8.81798794354299,0.23209312345492897,1.4936846227004843,0.1582566876444473,2000,0.95
18,12.497130579477895,11.500502085317379,13.376863698835285,1.876361613517906,-0.11687588018959376,8.79531943710342,1.5218309257414027,-0.13005116584932283,0.10199371492832128,8.81798794354299,0.23209312345492897,1.4936846227004843,0.1582566876444473,2000,0.95
19,12.5574909346648,11.538842590803924,13.462154218681828,1.9233116278779043,-0.11687588018959376,8.79531943710342,1.5218309257414027,-0.13005116584932283,0.10199371492832128,8.81798794354299,0.23209312345492897,1.4936846227004843,0.1582566876444473,2000,0.95
20,12.614309263804477,11.580919505009405,13.534290738054587,1.953371233045182,-0.11687588018959376,8.79531943710342,1.5218309257414027,-0.13005116584932283,0.10199371492832128,8.81798794354299,0.23209312345492897,1.4936846227004843,0.1582566876444473,2000,0.95
21,12.667960060406267,11.616951450986496,13.596826217541143,1.9798747665546461,-0.11687588018959376,8.79531943710342,1.5218309257414027,-0.13005116584932283,0.10199371492832128,8.81798794354299,0.23209312345492897,1.4936846227004843,0.1582566876444473,2000,0.95
22,12.718762264323903,11.650325261267977,13.666183086286969,2.0158578250189922,-0.11687588018959376,8.79531943710342,1.5218309257414027,-0.13005116584932283,0.10199371492832128,8.81798794354299,0.23209312345492897,1.4936846227004843,0.1582566876444473,2000,0.95
23,12.766989657014456,11.678734867298683,13.742695992722682,2.063961125423999,-0.11687588018959376,8.79531943710342,1.5218309257414027,-0.13005116584932283,0.10199371492832128,8.81798794354299,0.23209312345492897,1.4936846227004843,0.1582566876444473,2000,0.95
24,12.812878943280447,11.707354177540344,13.813758400959182,2.1064042234188385,-0.11687588018959376,8.79531943710342,1.5218309257414027,-0.13005116584932283,0.10199371492832128,8.81798794354299,0.23209312345492897,1.4936846227004843,0.1582566876444473,2000,0.95
25,12.856636109575721,11.731821867586001,13.871088136118837,2.139266268532836,-0.11687588018959376,8.79531943710342,1.5218309257414027,-0.13005116584932283,0.10199371492832128,8.81798794354299,0.23209312345492897,1.4936846227004843,0.1582566876444473,2000,0.95
26,12.898441480796276,11.760085450133829,13.936763393476554,2.1766779433427246,-0.11687588018959376,8.79531943710342,1.5218309257414027,-0.13005116584932283,0.10199371492832128,8.81798794354299,0.23209312345492897,1.4936846227004843,0.1582566876444473,2000,0.95
27,12.938453781885533,11.787964076771557,13.995818183220027,2.2078541064484707,-0.11687588018959376,8.79531943710342,1.5218309257414027,-0.13005116584932283,0.10199371492832128,8.81798794354299,0.23209312345492897,1.4936846227004843,0.1582566876444473,2000,0.95
28,12.976813429781599,11.811923478015366,14.050538351157988,2.2386148731426214,-0.11687588018959376,8.79531943710342,1.5218309257414027,-0.13005116584932283,0.10199371492832128,8.81798794354299,0.23209312345492897,1.4936846227004843,0.1582566876444473,2000,0.95
29,13.013645223878012,11.830817599145746,14.11066675435119,2.2798491552054436,-0.11687588018959376,8.79531943710342,1.5218309257414027,-0.13005116584932283,0.10199371492832128,8.81798794354299,0.23209312345492897,1.4936846227004843,0.1582566876444473,2000,0.95
30,13.049060561880172,11.851969799695105,14.159597110310258,2.3076273106151532,-0.11687588018959376,8.79531943710342,1.5218309257414027,-0.13005116584932283,0.10199371492832128,8.81798794354299,0.23209312345492897,1.4936846227004843,0.1582566876444473,2000,0.95
31,13.083159277829214,11.8709654768402,14.209437355606054,2.338471878765855,-0.11687588018959376,8.79531943710342,1.5218309257414027,-0.13005116584932283,0.10199371492832128,8.81798794354299,0.23209312345492897,1.4936846227004843,0.1582566876444473,2000,0.95
32,13.116031176842938,11.884489122550068,14.26500668079258,2.380517558242511,-0.11687588018959376,8.79531943710342,1.5218309257414027,-0.13005116584932283,0.10199371492832128,8.81798794354299,0.23209312345492897,1.4936846227004843,0.1582566876444473,2000,0.95
33,13.14775732454077,11.898340332708507,14.318885621391301,2.420545288682794,-0.11687588018959376,8.79531943710342,1.5218309257414027,-0.13005116584932283,0.10199371492832128,8.81798794354299,0.23209312345492897,1.4936846227004843,0.1582566876444473,2000,0.95
34,13.17841113661694,11.915876195327492,14.373955303263665,2.4580791079361735,-0.11687588018959376,8.79531943710342,1.5218309257414027,-0.13005116584932283,0.10199371492832128,8.81798794354299,0.23209312345492897,1.4936846227004843,0.1582566876444473,2000,0.95
35,13.208059304509511,11.937219554476252,14.421939752562825,2.4847201980865723,-0.11687588018959376,8.79531943710342,1.5218309257414027,-0.13005116584932283,0.10199371492832128,8.81798794354299,0.23209312345492897,1.4936846227004843,0.1582566876444473,2000,0.95
36,13.23676258580316,11.955223811624712,14.463822660169726,2.508598848545013,-0.11687588018959376,8.79531943710342,1.5218309257414027,-0.13005116584932283,0.10199371492832128,8.81798794354299,0.23209312345492897,1.4936846227004843,0.1582566876444473,2000,0.95
37,13.264576482342807,11.972055707555162,14.502277594619812,2.5302218870646502,-0.11687588018959376,8.79531943710342,1.5218309257414027,-0.13005116584932283,0.10199371492832128,8.81798794354299,0.23209312345492897,1.4936846227004843,0.1582566876444473,2000,0.95
38,13.291551824615944,11.99165532305596,14.548347248568225,2.556691925512265,-0.11687588018959376,8.79531943710342,1.5218309257414027,-0.13005116584932283,0.10199371492832128,8.81798794354299,0.23209312345492897,1.4936846227004843,0.1582566876444473,2000,0.95
39,13.317735277486515,12.009851552438482,14.59085251668852,2.5810009642500376,-0.11687588018959376,8.79531943710342,1.5218309257414027,-0.13005116584932283,0.10199371492832128,8.81798794354299,0.23209312345492897,1.4936846227004843,0.1582566876444473,2000,0.95
40,13.343169779611255,12.02114831738189,14.630214984431104,2.6090666670492144,-0.11687588018959376,8.79531943710342,1.5218309257414027,-0.13005116584932283,0.10199371492832128,8.81798794354299,0.23209312345492897,1.4936846227004843,0.1582566876444473,2000,0.95
41,13.367894926675977,12.034052349355093,14.675895210493568,2.6418428611384748,-0.11687588018959376,8.79531943710342,1.5218309257414027,-0.13005116584932283,0.10199371492832128,8.81798794354299,0.23209312345492897,1.4936846227004843,0.1582566876444473,2000,0.95
42,13.391947306830058,12.044568346559286,14.710452932202765,2.6658845856434787,-0.11687588018959376,8.79531943710342,1.5218309257414027,-0.13005116584932283,0.10199371492832128,8.81798794354299,0.23209312345492897,1.4936846227004843,0.1582566876444473,2000,0.95
43,13.415360795278023,12.05445034695421,14.742340481702522,2.6878901347483115,-0.11687588018959376,8.79531943710342,1.5218309257414027,-0.13005116584932283,0.10199371492832128,8.81798794354299,0.23209312345492897,1.4936846227004843,0.1582566876444473,2000,0.95
44,13.438166813835736,12.063745878686696,14.788736258858208,2.724990380171512,-0.11687588018959376,8.79531943710342,1.5218309257414027,-0.13005116584932283,0.10199371492832128,8.81798794354299,0.23209312345492897,1.4936846227004843,0.1582566876444473,2000,0.95
45,13.460394560319607,12.07324155255929,14.828354630210908,2.755113077651618,-0.11687588018959376,8.79531943710342,1.5218309257414027,-0.13005116584932283,0.10199371492832128,8.81798794354299,0.23209312345492897,1.4936846227004843,0.1582566876444473,2000,0.95
46,13.482071211867616,12.083503882272554,14.856785380045107,2.773281497772553,-0.11687588018959376,8.79531943710342,1.5218309257414027,-0.13005116584932283,0.10199371492832128,8.81798794354299,0.23209312345492897,1.4936846227004843,0.1582566876444473,2000,0.95
47,13.503222105656883,12.092536295099732,14.891786190425398,2.7992498953256657,-0.11687588018959376,8.79531943710342,1.5218309257414027,-0.13005116584932283,0.10199371492832128,8.81798794354299,0.23209312345492897,1.4936846227004843,0.1582566876444473,2000,0.95
48,13.523870899958233,12.101337285236603,14.928763371887245,2.8274260866506413,-0.11687588018959376,8.79531943710342,1.5218309257414027,-0.13005116584932283,0.10199371492832128,8.81798794354299,0.23209312345492897,1.4936846227004843,0.1582566876444473,2000,0.95
49,13.544039718032217,12.1111052044405,14.965025086759136,2.8539198823186354,-0.11687588018959376,8.79531943710342,1.5218309257414027,-0.13005116584932283,0.10199371492832128,8.81798794354299,0.23209312345492897,1.4936846227004843,0.1582566876444473,2000,0.95
50,13.563749277007576,12.121487012156877,14.998088391898332,2.876601379741455,-0.11687588018959376,8.79531943710342,1.5218309257414027,-0.13005116584932283,0.10199371492832128,8.81798794354299,0.23209312345492897,1.4936846227004843,0.1582566876444473,2000,0.95
