return_period,return_level,ci_lower,ci_upper,ci_width,xi_hat_full,sigma_hat_full,threshold,lambda_rate,xi_boot_mean,xi_boot_std,sigma_boot_mean,sigma_boot_std,n_bootstrap,conf_level
1,9.929954701403833,9.614491628196774,10.245057914608097,0.6305662864113231,-0.059403384301935966,1.9571884837419253,5.000322122614746,15.30764456775701,-0.062441290981775484,0.03353845218421187,1.9635459701985214,0.0951116555897999,2000,0.95
2,11.060167248024737,10.614159791162477,11.49036603205286,0.876206240890383,-0.059403384301935966,1.9571884837419253,5.000322122614746,15.30764456775701,-0.062441290981775484,0.03353845218421187,1.9635459701985214,0.0951116555897999,2000,0.95
3,11.700044484908942,11.15829550066541,12.219851877420888,1.0615563767554779,-0.059403384301935966,1.9571884837419253,5.000322122614746,15.30764456775701,-0.062441290981775484,0.03353845218421187,1.9635459701985214,0.0951116555897999,2000,0.95
4,12.14478803525764,11.52809346135675,12.73851725241221,1.2104237910554598,-0.059403384301935966,1.9571884837419253,5.000322122614746,15.30764456775701,-0.062441290981775484,0.03353845218421187,1.9635459701985214,0.0951116555897999,2000,0.95
5,12.484561776416708,11.8053234172867,13.138127146402537,1.3328037291158363,-0.059403384301935966,1.9571884837419253,5.000322122614746,15.30764456775701,-0.062441290981775484,0.03353845218421187,1.9635459701985214,0.0951116555897999,2000,0.95
6,12.758853198909154,12.02758838649143,13.474457785425436,1.4468693989340053,-0.059403384301935966,1.9571884837419253,5.000322122614746,15.30764456775701,-0.062441290981775484,0.03353845218421187,1.9635459701985214,0.0951116555897999,2000,0.95
7,12.988456852977272,12.214300701290457,13.741751606623767,1.5274509053333105,-0.059403384301935966,1.9571884837419253,5.000322122614746,15.30764456775701,-0.062441290981775484,0.03353845218421187,1.9635459701985214,0.0951116555897999,2000,0.95
8,13.185656193742448,12.368221953510155,13.99000717683015,1.6217852233199963,-0.059403384301935966,1.9571884837419253,5.000322122614746,15.30764456775701,-0.062441290981775484,0.03353845218421187,1.9635459701985214,0.0951116555897999,2000,0.95
9,13.3583046882144,12.503588409956567,14.202732360940795,1.6991439509842277,-0.059403384301935966,1.9571884837419253,5.000322122614746,15.30764456775701,-0.062441290981775484,0.03353845218421187,1.9635459701985214,0.0951116555897999,2000,0.95
10,13.511723767243403,12.614486899623424,14.39750899471959,1.7830220950961664,-0.059403384301935966,1.9571884837419253,5.000322122614746,15.30764456775701,-0.062441290981775484,0.03353845218421187,1.9635459701985214,0.0951116555897999,2000,0.95
11,13.649683433870234,12.719310328572572,14.56906537072124,1.8497550421486686,-0.059403384301935966,1.9571884837419253,5.000322122614746,15.30764456775701,-0.062441290981775484,0.03353845218421187,1.9635459701985214,0.0951116555897999,2000,0.95
12,13.774950520020536,12.815543289842697,14.725921620971672,1.9103783311289746,-0.059403384301935966,1.9571884837419253,5.000322122614746,15.30764456775701,-0.062441290981775484,0.03353845218421187,1.9635459701985214,0.0951116555897999,2000,0.95
13,13.889614695719837,12.902523953670864,14.866808041554949,1.964284087884085,-0.059403384301935966,1.9571884837419253,5.000322122614746,15.30764456775701,-0.062441290981775484,0.03353845218421187,1.9635459701985214,0.0951116555897999,2000,0.95
14,13.995292168829394,12.984981944845932,15.003008087531382,2.01802614268545,-0.059403384301935966,1.9571884837419253,5.000322122614746,15.30764456775701,-0.062441290981775484,0.03353845218421187,1.9635459701985214,0.0951116555897999,2000,0.95
15,14.093258256917695,13.060218086514412,15.128757732101962,2.068539645587549,-0.059403384301935966,1.9571884837419253,5.000322122614746,15.30764456775701,-0.062441290981775484,0.03353845218421187,1.9635459701985214,0.0951116555897999,2000,0.95
16,14.184536665240278,13.130570835203766,15.246788658390496,2.11621782318673,-0.059403384301935966,1.9571884837419253,5.000322122614746,15.30764456775701,-0.062441290981775484,0.03353845218421187,1.9635459701985214,0.0951116555897999,2000,0.95
17,14.26996138159661,13.191483456051575,15.35763928012871,2.1661558240771353,-0.059403384301935966,1.9571884837419253,5.000322122614746,15.30764456775701,-0.062441290981775484,0.03353845218421187,1.9635459701985214,0.0951116555897999,2000,0.95
18,14.350220674454837,13.251653167712966,15.462242632218974,2.2105894645060076,-0.059403384301935966,1.9571884837419253,5.000322122614746,15.30764456775701,-0.062441290981775484,0.03353845218421187,1.9635459701985214,0.0951116555897999,2000,0.95
19,14.425889058226232,13.30815050038651,15.561062827507975,2.2529123271214644,-0.059403384301935966,1.9571884837419253,5.000322122614746,15.30764456775701,-0.062441290981775484,0.03353845218421187,1.9635459701985214,0.0951116555897999,2000,0.95
20,14.497450965580596,13.360222654139218,15.651196822993782,2.2909741688545644,-0.059403384301935966,1.9571884837419253,5.000322122614746,15.30764456775701,-0.062441290981775484,0.03353845218421187,1.9635459701985214,0.0951116555897999,2000,0.95
21,14.565318578314114,13.408146779945135,15.733245453023875,2.32509867307874,-0.059403384301935966,1.9571884837419253,5.000322122614746,15.30764456775701,-0.062441290981775484,0.03353845218421187,1.9635459701985214,0.0951116555897999,2000,0.95
22,14.62984546312051,13.458878962512806,15.817847194461713,2.358968231948907,-0.059403384301935966,1.9571884837419253,5.000322122614746,15.30764456775701,-0.062441290981775484,0.03353845218421187,1.9635459701985214,0.0951116555897999,2000,0.95
23,14.691337141980373,13.507869084255558,15.89865980121221,2.3907907169566514,-0.059403384301935966,1.9571884837419253,5.000322122614746,15.30764456775701,-0.062441290981775484,0.03353845218421187,1.9635459701985214,0.0951116555897999,2000,0.95
24,14.750059387484496,13.55469162866149,15.976007072069518,2.4213154434080284,-0.059403384301935966,1.9571884837419253,5.000322122614746,15.30764456775701,-0.062441290981775484,0.03353845218421187,1.9635459701985214,0.0951116555897999,2000,0.95
25,14.80624480567999,13.594646105439175,16.050109925006467,2.455463819567292,-0.059403384301935966,1.9571884837419253,5.000322122614746,15.30764456775701,-0.062441290981775484,0.03353845218421187,1.9635459701985214,0.0951116555897999,2000,0.95
26,14.86009811328543,13.631571874021084,16.12126771982276,2.489695845801677,-0.059403384301935966,1.9571884837419253,5.000322122614746,15.30764456775701,-0.062441290981775484,0.03353845218421187,1.9635459701985214,0.0951116555897999,2000,0.95
